# Menlo Systems Time Domain Spectrometer
# Program Version 1.4.7 
#  Start: -375 ps, Average over 1200 waveforms. Date: 2022-10-25
# Time [ps] 	 THz Signal [a.u.]
-370.88381907	0.00087808
-370.85046266	0.00099095
-370.81710625	0.00099037
-370.78374984	0.00106351
-370.75039343	0.00105726
-370.71703702	0.00114660
-370.68368061	0.00110682
-370.65032420	0.00113056
-370.61696779	0.00116096
-370.58361138	0.00120422
-370.55025497	0.00120160
-370.51689856	0.00119402
-370.48354215	0.00134907
-370.45018574	0.00138890
-370.41682933	0.00143240
-370.38347292	0.00147806
-370.35011651	0.00159172
-370.31676010	0.00174253
-370.28340369	0.00160072
-370.25004728	0.00177541
-370.21669087	0.00173299
-370.18333447	0.00182090
-370.14997806	0.00181983
-370.11662165	0.00185341
-370.08326524	0.00189066
-370.04990883	0.00188158
-370.01655242	0.00194820
-369.98319601	0.00195075
-369.94983960	0.00203001
-369.91648319	0.00205333
-369.88312678	0.00210344
-369.84977037	0.00207756
-369.81641396	0.00217850
-369.78305755	0.00220279
-369.74970114	0.00220385
-369.71634473	0.00218117
-369.68298832	0.00219422
-369.64963191	0.00214552
-369.61627550	0.00205486
-369.58291909	0.00210745
-369.54956268	0.00207611
-369.51620627	0.00217300
-369.48284987	0.00206859
-369.44949346	0.00205471
-369.41613705	0.00200299
-369.38278064	0.00207343
-369.34942423	0.00199697
-369.31606782	0.00192987
-369.28271141	0.00189358
-369.24935500	0.00196186
-369.21599859	0.00200341
-369.18264218	0.00198346
-369.14928577	0.00196206
-369.11592936	0.00199097
-369.08257295	0.00200686
-369.04921654	0.00198409
-369.01586013	0.00200362
-368.98250372	0.00205310
-368.94914731	0.00201599
-368.91579090	0.00203048
-368.88243449	0.00208757
-368.84907808	0.00212246
-368.81572168	0.00207384
-368.78236527	0.00221940
-368.74900886	0.00213596
-368.71565245	0.00220142
-368.68229604	0.00224178
-368.64893963	0.00222921
-368.61558322	0.00226881
-368.58222681	0.00227725
-368.54887040	0.00237970
-368.51551399	0.00238403
-368.48215758	0.00233011
-368.44880117	0.00228717
-368.41544476	0.00233171
-368.38208835	0.00233681
-368.34873194	0.00239141
-368.31537553	0.00232187
-368.28201912	0.00242070
-368.24866271	0.00228368
-368.21530630	0.00241086
-368.18194989	0.00240347
-368.14859348	0.00236579
-368.11523708	0.00232081
-368.08188067	0.00237419
-368.04852426	0.00233180
-368.01516785	0.00229287
-367.98181144	0.00238201
-367.94845503	0.00238844
-367.91509862	0.00236399
-367.88174221	0.00230133
-367.84838580	0.00222209
-367.81502939	0.00235748
-367.78167298	0.00236543
-367.74831657	0.00234677
-367.71496016	0.00230353
-367.68160375	0.00225855
-367.64824734	0.00229916
-367.61489093	0.00234548
-367.58153452	0.00222949
-367.54817811	0.00225659
-367.51482170	0.00231032
-367.48146529	0.00229842
-367.44810888	0.00228451
-367.41475248	0.00222359
-367.38139607	0.00240798
-367.34803966	0.00228770
-367.31468325	0.00226098
-367.28132684	0.00220503
-367.24797043	0.00227283
-367.21461402	0.00223579
-367.18125761	0.00226639
-367.14790120	0.00227029
-367.11454479	0.00224089
-367.08118838	0.00211626
-367.04783197	0.00216622
-367.01447556	0.00212131
-366.98111915	0.00214377
-366.94776274	0.00207575
-366.91440633	0.00203341
-366.88104992	0.00199176
-366.84769351	0.00191234
-366.81433710	0.00187600
-366.78098069	0.00190194
-366.74762428	0.00181286
-366.71426788	0.00190815
-366.68091147	0.00182190
-366.64755506	0.00171389
-366.61419865	0.00171327
-366.58084224	0.00169442
-366.54748583	0.00168777
-366.51412942	0.00182941
-366.48077301	0.00169929
-366.44741660	0.00172008
-366.41406019	0.00174025
-366.38070378	0.00178104
-366.34734737	0.00173493
-366.31399096	0.00169689
-366.28063455	0.00180717
-366.24727814	0.00172937
-366.21392173	0.00171639
-366.18056532	0.00167487
-366.14720891	0.00174833
-366.11385250	0.00175238
-366.08049609	0.00164450
-366.04713968	0.00162997
-366.01378328	0.00165967
-365.98042687	0.00164438
-365.94707046	0.00175907
-365.91371405	0.00168899
-365.88035764	0.00173249
-365.84700123	0.00168069
-365.81364482	0.00166485
-365.78028841	0.00173129
-365.74693200	0.00170714
-365.71357559	0.00168927
-365.68021918	0.00172127
-365.64686277	0.00171884
-365.61350636	0.00170614
-365.58014995	0.00176989
-365.54679354	0.00166548
-365.51343713	0.00172617
-365.48008072	0.00170180
-365.44672431	0.00166461
-365.41336790	0.00168572
-365.38001149	0.00161725
-365.34665508	0.00157027
-365.31329868	0.00155124
-365.27994227	0.00152463
-365.24658586	0.00150425
-365.21322945	0.00157402
-365.17987304	0.00148373
-365.14651663	0.00145383
-365.11316022	0.00141552
-365.07980381	0.00135714
-365.04644740	0.00138823
-365.01309099	0.00132678
-364.97973458	0.00137698
-364.94637817	0.00130577
-364.91302176	0.00128063
-364.87966535	0.00128887
-364.84630894	0.00133038
-364.81295253	0.00126916
-364.77959612	0.00131864
-364.74623971	0.00135842
-364.71288330	0.00133264
-364.67952689	0.00126318
-364.64617049	0.00133015
-364.61281408	0.00138352
-364.57945767	0.00132219
-364.54610126	0.00135214
-364.51274485	0.00135417
-364.47938844	0.00142436
-364.44603203	0.00146473
-364.41267562	0.00142822
-364.37931921	0.00158858
-364.34596280	0.00148990
-364.31260639	0.00153682
-364.27924998	0.00160938
-364.24589357	0.00164693
-364.21253716	0.00162432
-364.17918075	0.00170948
-364.14582434	0.00175802
-364.11246793	0.00171093
-364.07911152	0.00175749
-364.04575511	0.00168337
-364.01239870	0.00162576
-363.97904229	0.00170405
-363.94568589	0.00164760
-363.91232948	0.00169488
-363.87897307	0.00160775
-363.84561666	0.00159171
-363.81226025	0.00159832
-363.77890384	0.00155044
-363.74554743	0.00158770
-363.71219102	0.00151138
-363.67883461	0.00151225
-363.64547820	0.00147367
