Time_abs/ps, Signal/nA, Ref.signal/nA
  2400.000,    -0.038745,    -0.007406
  2400.050,    -0.032082,    -0.082914
  2400.100,    -0.028855,    -0.102812
  2400.150,    -0.031402,    -0.004502
  2400.200,    -0.029376,    -0.055381
  2400.250,    -0.019090,    -0.001275
  2400.300,    -0.032393,    -0.100302
  2400.350,    -0.024150,    -0.101376
  2400.400,    -0.031400,    -0.155609
  2400.450,    -0.038497,    -0.076462
  2400.500,    -0.027509,     0.027849
  2400.550,    -0.028590,    -0.003081
  2400.600,    -0.020051,     0.068940
  2400.650,     0.003903,     0.057761
  2400.700,     0.020511,     0.089632
  2400.750,     0.018533,     0.077325
  2400.800,     0.049816,     0.009400
  2400.850,     0.073805,     0.130803
  2400.900,     0.096664,     0.052026
  2400.950,     0.118907,     0.177383
  2401.000,     0.130537,     0.191658
  2401.050,     0.156101,     0.234667
  2401.100,     0.183108,     0.257196
  2401.150,     0.198971,     0.302020
  2401.200,     0.219262,     0.298815
  2401.250,     0.246736,     0.312333
  2401.300,     0.261251,     0.376725
  2401.350,     0.287215,     0.411329
  2401.400,     0.308181,     0.486625
  2401.450,     0.335967,     0.482708
  2401.500,     0.348572,     0.461505
  2401.550,     0.376334,     0.368800
  2401.600,     0.391699,     0.454096
  2401.650,     0.409491,     0.496841
  2401.700,     0.431462,     0.423482
  2401.750,     0.467365,     0.673508
  2401.800,     0.466767,     0.505268
  2401.850,     0.504745,     0.367524
  2401.900,     0.526353,     0.585389
  2401.950,     0.549829,     0.573298
  2402.000,     0.589310,     0.596201
  2402.050,     0.606555,     0.613570
  2402.100,     0.643294,     0.571431
  2402.150,     0.653241,     0.623513
  2402.200,     0.662506,     0.591491
  2402.250,     0.651971,     0.765197
  2402.300,     0.648230,     0.635440
  2402.350,     0.611028,     0.635860
  2402.400,     0.574341,     0.671549
  2402.450,     0.516374,     0.652251
  2402.500,     0.470949,     0.518748
  2402.550,     0.383294,     0.529589
  2402.600,     0.306108,     0.447858
  2402.650,     0.205304,     0.397877
  2402.700,     0.116469,     0.315652
  2402.750,     0.023788,     0.158884
  2402.800,    -0.089043,    -0.051767
  2402.850,    -0.258993,    -0.238947
  2402.900,    -0.476414,    -0.241451
  2402.950,    -0.735357,    -0.528068
  2403.000,    -1.046134,    -0.791229
  2403.050,    -1.373703,    -1.028922
  2403.100,    -1.736432,    -1.356686
  2403.150,    -2.049944,    -1.735738
  2403.200,    -2.309082,    -2.041604
  2403.250,    -2.486260,    -2.254299
  2403.300,    -2.566711,    -2.501140
  2403.350,    -2.526639,    -2.518587
  2403.400,    -2.399231,    -2.593404
  2403.450,    -2.225593,    -2.262634
  2403.500,    -2.030121,    -2.208575
  2403.550,    -1.829024,    -2.106885
  2403.600,    -1.651149,    -1.776382
  2403.650,    -1.512519,    -1.648107
  2403.700,    -1.366518,    -1.374054
  2403.750,    -1.248976,    -1.384018
  2403.800,    -1.144821,    -1.197223
  2403.850,    -1.051992,    -1.149242
  2403.900,    -0.966547,    -0.976643
  2403.950,    -0.887136,    -0.881865
  2404.000,    -0.772250,    -0.951111
  2404.050,    -0.687786,    -0.923012
  2404.100,    -0.586231,    -0.646937
  2404.150,    -0.498426,    -0.701197
  2404.200,    -0.422131,    -0.613918
  2404.250,    -0.350859,    -0.401298
  2404.300,    -0.311629,    -0.248717
  2404.350,    -0.259719,    -0.242367
  2404.400,    -0.246391,    -0.059747
  2404.450,    -0.228166,    -0.027351
  2404.500,    -0.235947,    -0.003376
  2404.550,    -0.236877,    -0.030023
  2404.600,    -0.255299,     0.001656
  2404.650,    -0.268479,     0.010330
  2404.700,    -0.284041,    -0.169092
  2404.750,    -0.305051,    -0.141503
  2404.800,    -0.323205,    -0.042560
  2404.850,    -0.324511,    -0.139706
  2404.900,    -0.342293,    -0.027536
  2404.950,    -0.358597,    -0.128527
  2405.000,    -0.376299,    -0.075285
  2405.050,    -0.416678,     0.097184
  2405.100,    -0.423466,    -0.202211
  2405.150,    -0.440484,    -0.340724
  2405.200,    -0.457478,    -0.101468
  2405.250,    -0.482189,    -0.388074
  2405.300,    -0.523106,    -0.392843
  2405.350,    -0.551096,    -0.384231
  2405.400,    -0.584466,    -0.524330
  2405.450,    -0.631042,    -0.486107
  2405.500,    -0.697482,    -0.367459
  2405.550,    -0.771461,    -0.560719
  2405.600,    -0.879955,    -0.735075
  2405.650,    -1.017647,    -0.891183
  2405.700,    -1.222676,    -0.776939
  2405.750,    -1.482939,    -1.213987
  2405.800,    -1.791321,    -1.413391
  2405.850,    -2.138902,    -1.484839
  2405.900,    -2.508681,    -1.920264
  2405.950,    -2.823193,    -2.432845
  2406.000,    -3.019750,    -2.522147
  2406.050,    -3.012930,    -2.851408
  2406.100,    -2.710856,    -2.695685
  2406.150,    -2.052674,    -2.468716
  2406.200,    -1.065745,    -1.840688
  2406.250,     0.232721,    -0.780430
  2406.300,     1.743010,     0.406803
  2406.350,     3.332911,     1.798463
  2406.400,     4.865675,     3.381788
  2406.450,     6.267227,     4.900164
  2406.500,     7.423612,     6.348118
  2406.550,     8.301245,     7.282272
  2406.600,     8.877851,     8.202726
  2406.650,     9.160636,     8.722837
  2406.700,     9.175491,     9.188587
  2406.750,     8.977968,     9.254597
  2406.800,     8.628225,     9.057936
  2406.850,     8.182696,     8.767493
  2406.900,     7.690246,     8.530230
  2406.950,     7.134792,     8.028672
  2407.000,     6.556308,     7.554174
  2407.050,     5.982954,     6.985092
  2407.100,     5.386815,     6.404517
  2407.150,     4.774319,     5.740910
  2407.200,     4.165617,     5.091305
  2407.250,     3.507601,     4.422694
  2407.300,     2.840063,     3.802054
  2407.350,     2.155770,     3.042081
  2407.400,     1.469494,     2.385105
  2407.450,     0.818115,     1.717545
  2407.500,     0.208752,     1.034740
  2407.550,    -0.327395,     0.377716
  2407.600,    -0.827748,    -0.098790
  2407.650,    -1.266920,    -0.693120
  2407.700,    -1.634891,    -1.015758
  2407.750,    -1.961527,    -1.333088
  2407.800,    -2.240452,    -1.800415
  2407.850,    -2.484127,    -2.030088
  2407.900,    -2.706191,    -2.200955
  2407.950,    -2.893313,    -2.404076
  2408.000,    -3.071091,    -2.587232
  2408.050,    -3.219865,    -2.744814
  2408.100,    -3.321578,    -2.959072
  2408.150,    -3.392535,    -3.113734
  2408.201,    -3.414163,    -3.164095
  2408.251,    -3.396005,    -3.215990
  2408.301,    -3.328719,    -3.121751
  2408.351,    -3.220284,    -3.144954
  2408.401,    -3.080419,    -3.112621
  2408.451,    -2.919442,    -3.010373
  2408.501,    -2.737857,    -2.616434
  2408.551,    -2.547496,    -2.449749
  2408.601,    -2.355377,    -2.334678
  2408.651,    -2.161218,    -2.106778
  2408.701,    -2.008224,    -2.008831
  2408.751,    -1.834020,    -1.790950
  2408.801,    -1.676465,    -1.644487
  2408.851,    -1.527576,    -1.531298
  2408.901,    -1.389989,    -1.460492
  2408.951,    -1.259231,    -1.288212
  2409.001,    -1.142679,    -1.118770
  2409.051,    -1.032984,    -1.085030
  2409.101,    -0.932640,    -1.019056
  2409.151,    -0.852167,    -0.726156
  2409.201,    -0.753323,    -0.664750
  2409.251,    -0.645141,    -0.544866
  2409.301,    -0.565007,    -0.528125
  2409.351,    -0.461027,    -0.404738
  2409.401,    -0.356398,    -0.335261
  2409.451,    -0.259324,    -0.238143
  2409.501,    -0.161825,    -0.077883
  2409.551,    -0.057181,    -0.121689
  2409.601,     0.039801,     0.061749
  2409.651,     0.142532,     0.173335
  2409.701,     0.228431,     0.312770
  2409.751,     0.293011,     0.216024
  2409.801,     0.352166,     0.343636
  2409.851,     0.404945,     0.375524
  2409.901,     0.443762,     0.490697
  2409.951,     0.495697,     0.530502
  2410.001,     0.541365,     0.639652
  2410.051,     0.573651,     0.532618
  2410.101,     0.621351,     0.722822
  2410.151,     0.655933,     0.694973
  2410.201,     0.694434,     0.634676
  2410.251,     0.729181,     0.804113
  2410.301,     0.757689,     0.776711
  2410.351,     0.798984,     0.891775
  2410.401,     0.815779,     0.869727
  2410.451,     0.828604,     0.864666
  2410.501,     0.828450,     0.769194
  2410.551,     0.807700,     0.855647
  2410.601,     0.783513,     0.839676
  2410.651,     0.761483,     0.858145
  2410.701,     0.735916,     0.726083
  2410.751,     0.687703,     0.670912
  2410.801,     0.662693,     0.480133
  2410.851,     0.629359,     0.564405
  2410.901,     0.600532,     0.569944
  2410.951,     0.569542,     0.640743
  2411.001,     0.549697,     0.620675
  2411.051,     0.516523,     0.736257
  2411.101,     0.503593,     0.712189
  2411.151,     0.478641,     0.694339
  2411.201,     0.454551,     0.618766
  2411.251,     0.425517,     0.559608
  2411.301,     0.407347,     0.509765
  2411.351,     0.390042,     0.487715
  2411.401,     0.374581,     0.517345
  2411.451,     0.363807,     0.449948
  2411.501,     0.353079,     0.417822
  2411.551,     0.345957,     0.456782
  2411.601,     0.313191,     0.460485
  2411.651,     0.294850,     0.417821
  2411.701,     0.275895,     0.442480
  2411.751,     0.247456,     0.310853
  2411.801,     0.228776,     0.431554
  2411.851,     0.225599,     0.369325
  2411.901,     0.198786,     0.320755
  2411.951,     0.191402,     0.402922
  2412.001,     0.196590,     0.366837
  2412.051,     0.185589,     0.347015
  2412.101,     0.189193,     0.394517
  2412.151,     0.169042,     0.382412
  2412.201,     0.167757,     0.292488
  2412.251,     0.150286,     0.279621
  2412.301,     0.152453,     0.259788
  2412.351,     0.146374,     0.210081
  2412.401,     0.142232,     0.237666
  2412.451,     0.116176,     0.412757
  2412.501,     0.091162,     0.295875
  2412.551,     0.082731,     0.275293
  2412.601,     0.057685,     0.049574
  2412.651,     0.057035,     0.228439
  2412.701,     0.043352,     0.300878
  2412.751,     0.039685,     0.268007
  2412.801,     0.031678,     0.220326
  2412.851,     0.039353,     0.278244
  2412.901,     0.041017,     0.260740
  2412.951,     0.040218,     0.217362
  2413.001,     0.050978,     0.214388
  2413.051,     0.062840,     0.079351
  2413.101,     0.080120,     0.203678
  2413.151,     0.087023,     0.132767
  2413.201,     0.086019,     0.314065
  2413.251,     0.102762,     0.151629
  2413.301,     0.108943,     0.252367
  2413.351,     0.124548,     0.177937
  2413.401,     0.147422,     0.280898
  2413.451,     0.182354,     0.157148
  2413.501,     0.217582,     0.225429
  2413.551,     0.270590,     0.353798
  2413.601,     0.299056,     0.307559
  2413.651,     0.327535,     0.387436
  2413.701,     0.342374,     0.462587
  2413.751,     0.331232,     0.389458
  2413.801,     0.271657,     0.480854
  2413.851,     0.208530,     0.397641
  2413.901,     0.123606,     0.368666
  2413.951,     0.028943,     0.438516
  2414.001,    -0.063283,     0.097679
  2414.051,    -0.129656,     0.128392
  2414.101,    -0.151541,     0.106443
  2414.151,    -0.148265,    -0.025029
  2414.201,    -0.123176,    -0.103279
  2414.251,    -0.051821,     0.086130
  2414.301,     0.043198,     0.036442
  2414.351,     0.107531,     0.081516
  2414.401,     0.182322,     0.286670
  2414.451,     0.253115,     0.422867
  2414.501,     0.299543,     0.411605
  2414.551,     0.363144,     0.540784
  2414.601,     0.423064,     0.458324
  2414.651,     0.461900,     0.549129
  2414.701,     0.489967,     0.604581
  2414.751,     0.522594,     0.484105
  2414.801,     0.539311,     0.479736
  2414.851,     0.529449,     0.571038
  2414.901,     0.510792,     0.715524
  2414.951,     0.481854,     0.518746
  2415.001,     0.435784,     0.614517
  2415.051,     0.404233,     0.729861
  2415.101,     0.360512,     0.639908
  2415.151,     0.350118,     0.507821
  2415.201,     0.341976,     0.509931
  2415.251,     0.348385,     0.430529
  2415.301,     0.358490,     0.520185
  2415.351,     0.382790,     0.400712
  2415.401,     0.399410,     0.413569
  2415.451,     0.426694,     0.539926
  2415.501,     0.454128,     0.538063
  2415.551,     0.468559,     0.554548
  2415.601,     0.492999,     0.675256
  2415.651,     0.510338,     0.494248
  2415.701,     0.521386,     0.602667
  2415.751,     0.539041,     0.671894
  2415.801,     0.564022,     0.643377
  2415.851,     0.576298,     0.637193
  2415.901,     0.573787,     0.786211
  2415.951,     0.555917,     0.642155
  2416.001,     0.544480,     0.684525
  2416.051,     0.525980,     0.759527
  2416.101,     0.494619,     0.635313
  2416.151,     0.470637,     0.642674
  2416.201,     0.430048,     0.493914
  2416.251,     0.397246,     0.415409
  2416.301,     0.379565,     0.577268
  2416.351,     0.355072,     0.387280
  2416.401,     0.328678,     0.421299
  2416.451,     0.317971,     0.436472
  2416.501,     0.317771,     0.350074
  2416.551,     0.315274,     0.437986
  2416.601,     0.325497,     0.381200
  2416.651,     0.345644,     0.423886
  2416.701,     0.341354,     0.472231
  2416.751,     0.359463,     0.565510
  2416.801,     0.366980,     0.560600
  2416.851,     0.366109,     0.542466
  2416.901,     0.354595,     0.442939
  2416.951,     0.353272,     0.476607
  2417.001,     0.339153,     0.455612
  2417.051,     0.309314,     0.589393
  2417.101,     0.282158,     0.512795
  2417.151,     0.261773,     0.568040
  2417.201,     0.228108,     0.554059
  2417.251,     0.218667,     0.440927
  2417.301,     0.226598,     0.524107
  2417.351,     0.213291,     0.499477
  2417.401,     0.227799,     0.492423
  2417.451,     0.234585,     0.487858
  2417.501,     0.249231,     0.426406
  2417.551,     0.251271,     0.416332
  2417.601,     0.269184,     0.493726
  2417.651,     0.269210,     0.418692
  2417.701,     0.275126,     0.387397
  2417.751,     0.284190,     0.655622
  2417.801,     0.271738,     0.417537
  2417.851,     0.274253,     0.403207
  2417.901,     0.267386,     0.447247
  2417.951,     0.267164,     0.448762
  2418.001,     0.280703,     0.569709
  2418.051,     0.305571,     0.534170
  2418.101,     0.334545,     0.541349
  2418.151,     0.360802,     0.537295
  2418.201,     0.398453,     0.656744
  2418.251,     0.446699,     0.634545
  2418.301,     0.493565,     0.615422
  2418.351,     0.533301,     0.748622
  2418.401,     0.565524,     0.737021
  2418.451,     0.601260,     0.636895
  2418.501,     0.633492,     0.661180
  2418.551,     0.663565,     0.740222
  2418.601,     0.695202,     0.686558
  2418.651,     0.710449,     0.875176
  2418.701,     0.737042,     0.916658
  2418.751,     0.767846,     0.885763
  2418.801,     0.798237,     0.861096
  2418.851,     0.813094,     0.958738
  2418.901,     0.824973,     1.011993
  2418.951,     0.864810,     1.004034
  2419.001,     0.866398,     0.998021
  2419.051,     0.886829,     1.051712
  2419.101,     0.894593,     1.094245
  2419.151,     0.913587,     0.963319
  2419.201,     0.924905,     0.936757
  2419.251,     0.932394,     0.907067
  2419.301,     0.950763,     0.992686
  2419.351,     0.970713,     1.166942
  2419.401,     0.987580,     1.151319
  2419.451,     1.016229,     1.248718
  2419.501,     1.053084,     1.219137
  2419.551,     1.082814,     1.199400
  2419.601,     1.097180,     1.141657
  2419.651,     1.120068,     1.311428
  2419.701,     1.133514,     1.324647
  2419.751,     1.150308,     1.332744
  2419.801,     1.166210,     1.308622
  2419.851,     1.167512,     1.475231
  2419.901,     1.171540,     1.514093
  2419.951,     1.164718,     1.455234
  2420.001,     1.154420,     1.507467
  2420.051,     1.149543,     1.523989
  2420.101,     1.134976,     1.511368
  2420.151,     1.099614,     1.539468
  2420.201,     1.086755,     1.333998
  2420.251,     1.058029,     1.422790
  2420.301,     1.016921,     1.249061
  2420.351,     0.998668,     1.222155
  2420.401,     0.968655,     1.108661
  2420.451,     0.939921,     1.204808
  2420.501,     0.917628,     1.129389
  2420.551,     0.884452,     1.161700
  2420.601,     0.854219,     1.227034
  2420.651,     0.824536,     1.100169
  2420.701,     0.805544,     1.078969
  2420.751,     0.794687,     0.993171
  2420.801,     0.789054,     1.032192
  2420.851,     0.788575,     0.914791
  2420.901,     0.811488,     0.950296
  2420.951,     0.839693,     0.979762
  2421.001,     0.870121,     1.066352
  2421.051,     0.893850,     1.087113
  2421.101,     0.934933,     1.191127
  2421.151,     0.976365,     1.244781
  2421.201,     1.011681,     1.247590
  2421.251,     1.053446,     1.157405
  2421.301,     1.096430,     1.222745
  2421.351,     1.132398,     1.273902
  2421.401,     1.163890,     1.243025
  2421.451,     1.210742,     1.287388
  2421.501,     1.237888,     1.279582
  2421.551,     1.271816,     1.305950
  2421.601,     1.293599,     1.456651
  2421.651,     1.328865,     1.523924
  2421.701,     1.341440,     1.589226
  2421.751,     1.362772,     1.660355
  2421.801,     1.377758,     1.669402
  2421.851,     1.391171,     1.635731
  2421.901,     1.383495,     1.645324
  2421.951,     1.384323,     1.615273
  2422.001,     1.379661,     1.649411
  2422.051,     1.380520,     1.605772
  2422.101,     1.383564,     1.553267
  2422.151,     1.394005,     1.680909
  2422.201,     1.404534,     1.707667
  2422.251,     1.424958,     1.807203
  2422.301,     1.465474,     1.871389
  2422.351,     1.509348,     1.847477
  2422.401,     1.544318,     1.733621
  2422.451,     1.555979,     1.805794
  2422.501,     1.565485,     1.947390
  2422.551,     1.555780,     1.951292
  2422.601,     1.535287,     1.809061
  2422.651,     1.511703,     1.652866
  2422.701,     1.478817,     1.729343
  2422.751,     1.438368,     1.772242
  2422.801,     1.415274,     1.547693
  2422.851,     1.400507,     1.470701
  2422.901,     1.379436,     1.408249
  2422.951,     1.369463,     1.510479
  2423.001,     1.367022,     1.460492
  2423.051,     1.353683,     1.465394
  2423.101,     1.349705,     1.484148
  2423.151,     1.332008,     1.509398
  2423.201,     1.310749,     1.347716
  2423.251,     1.303633,     1.271141
  2423.301,     1.271393,     1.315508
  2423.351,     1.251961,     1.336112
  2423.401,     1.230470,     1.405278
  2423.451,     1.206759,     1.227249
  2423.501,     1.185387,     1.309669
  2423.551,     1.158985,     1.381054
  2423.601,     1.161055,     1.186394
  2423.651,     1.141141,     1.147746
  2423.701,     1.141331,     1.112213
  2423.751,     1.134340,     1.123882
  2423.801,     1.145162,     1.229747
  2423.851,     1.138144,     1.188748
  2423.901,     1.143363,     1.148492
  2423.951,     1.152306,     1.259402
  2424.001,     1.169241,     1.376504
  2424.051,     1.169986,     1.227870
  2424.101,     1.170933,     1.213548
  2424.151,     1.171658,     1.365023
  2424.201,     1.181636,     1.342199
  2424.251,     1.183933,     1.423635
  2424.301,     1.176566,     1.322081
  2424.351,     1.182383,     1.096034
  2424.401,     1.183808,     1.209255
  2424.451,     1.196155,     1.292838
  2424.501,     1.234220,     1.373200
  2424.551,     1.250476,     1.242829
  2424.602,     1.274484,     1.400216
  2424.652,     1.315667,     1.246348
  2424.702,     1.338049,     1.500610
  2424.752,     1.372148,     1.459328
  2424.802,     1.394136,     1.345654
  2424.852,     1.424718,     1.518276
  2424.902,     1.445378,     1.581978
  2424.952,     1.461836,     1.542689
  2425.002,     1.469649,     1.623283
  2425.052,     1.481576,     1.551794
  2425.102,     1.486504,     1.632860
  2425.152,     1.479240,     1.710155
  2425.202,     1.482662,     1.679366
  2425.252,     1.454864,     1.513272
  2425.302,     1.450137,     1.584879
  2425.352,     1.437598,     1.557711
  2425.402,     1.436733,     1.459834
  2425.452,     1.419602,     1.458995
  2425.502,     1.425824,     1.513415
  2425.552,     1.416861,     1.589653
  2425.602,     1.450432,     1.491006
  2425.652,     1.461392,     1.470803
  2425.702,     1.470973,     1.651419
  2425.752,     1.481910,     1.619789
  2425.802,     1.484916,     1.585178
  2425.852,     1.491141,     1.494052
  2425.902,     1.501563,     1.474724
  2425.952,     1.492751,     1.497000
  2426.002,     1.460537,     1.415655
  2426.052,     1.437595,     1.520357
  2426.102,     1.393481,     1.502593
  2426.152,     1.344243,     1.455233
  2426.202,     1.307219,     1.396361
  2426.252,     1.272544,     1.384419
  2426.302,     1.249033,     1.235100
  2426.352,     1.214404,     1.095660
  2426.402,     1.194869,     1.181563
  2426.452,     1.183282,     1.169405
  2426.502,     1.175942,     1.190833
  2426.552,     1.162294,     1.372238
  2426.602,     1.153530,     1.363547
  2426.652,     1.143204,     1.322393
  2426.702,     1.137727,     1.445655
  2426.752,     1.111288,     1.475138
  2426.802,     1.099363,     1.181559
  2426.852,     1.085775,     1.171919
  2426.902,     1.083017,     1.195624
  2426.952,     1.096545,     1.281096
  2427.002,     1.106688,     1.336989
  2427.052,     1.100951,     1.472057
  2427.102,     1.118758,     1.311910
  2427.152,     1.129352,     1.146470
  2427.202,     1.132504,     1.228182
  2427.252,     1.130849,     1.384745
  2427.302,     1.110286,     1.241070
  2427.352,     1.094416,     1.254796
  2427.402,     1.081305,     1.296684
  2427.452,     1.068389,     1.219287
  2427.502,     1.052882,     1.265408
  2427.552,     1.040088,     1.266893
  2427.602,     1.039030,     1.208260
  2427.652,     1.047994,     1.208166
  2427.702,     1.063485,     1.252138
  2427.752,     1.081660,     1.308634
  2427.802,     1.114263,     1.262898
  2427.852,     1.139594,     1.249700
  2427.902,     1.159311,     1.400423
  2427.952,     1.193688,     1.223804
  2428.002,     1.225491,     1.246106
  2428.052,     1.263621,     1.388804
  2428.102,     1.288562,     1.335734
  2428.152,     1.316180,     1.325468
  2428.202,     1.348170,     1.421733
  2428.252,     1.372751,     1.452592
  2428.302,     1.385179,     1.487322
  2428.352,     1.402679,     1.596937
  2428.402,     1.412836,     1.595064
  2428.452,     1.413588,     1.537922
  2428.502,     1.419833,     1.445177
  2428.552,     1.409359,     1.337868
  2428.602,     1.402545,     1.410502
  2428.652,     1.395535,     1.349954
  2428.702,     1.382588,     1.482325
  2428.752,     1.371299,     1.438628
  2428.802,     1.349729,     1.381966
  2428.852,     1.324530,     1.341916
  2428.902,     1.298676,     1.407469
  2428.952,     1.255335,     1.398504
  2429.002,     1.241501,     1.161798
  2429.052,     1.210151,     1.202691
  2429.102,     1.197658,     1.095543
  2429.152,     1.187948,     1.141375
  2429.202,     1.161235,     1.260716
  2429.252,     1.165977,     1.303093
  2429.302,     1.158630,     1.271513
  2429.352,     1.165821,     1.262318
  2429.402,     1.180249,     1.187615
  2429.452,     1.190548,     1.211327
  2429.502,     1.201972,     1.253903
  2429.552,     1.214897,     1.254389
  2429.602,     1.246984,     1.352616
  2429.652,     1.257688,     1.190309
  2429.702,     1.263320,     1.242946
  2429.752,     1.289225,     1.438537
  2429.802,     1.312395,     1.351884
  2429.852,     1.322831,     1.556284
  2429.902,     1.338153,     1.435726
  2429.952,     1.359996,     1.488602
  2430.002,     1.388035,     1.601337
  2430.052,     1.395089,     1.501923
  2430.102,     1.395269,     1.477870
  2430.152,     1.403136,     1.466232
  2430.202,     1.397125,     1.596757
  2430.252,     1.381578,     1.557756
  2430.302,     1.352867,     1.496717
  2430.352,     1.316674,     1.485805
  2430.402,     1.279210,     1.489310
  2430.452,     1.252258,     1.435924
  2430.502,     1.217692,     1.430404
  2430.552,     1.182556,     1.425186
  2430.602,     1.177406,     1.322074
  2430.652,     1.156860,     1.390997
  2430.702,     1.125970,     1.369728
  2430.752,     1.108084,     1.339335
  2430.802,     1.097471,     1.411443
  2430.852,     1.073793,     1.309665
  2430.902,     1.056651,     1.253774
  2430.952,     1.046610,     1.254981
  2431.002,     1.023913,     1.225843
  2431.052,     1.020598,     1.219591
  2431.102,     1.014905,     1.229102
  2431.152,     1.005197,     1.313320
  2431.202,     1.001257,     1.282140
  2431.252,     0.992940,     1.278563
  2431.302,     0.983427,     1.231502
  2431.352,     0.969585,     1.183663
  2431.402,     0.958514,     1.183540
  2431.452,     0.949708,     1.195018
  2431.502,     0.944226,     1.042704
  2431.552,     0.941336,     1.167887
  2431.602,     0.935562,     1.089175
  2431.652,     0.922919,     1.056002
  2431.702,     0.909664,     1.176406
  2431.752,     0.894832,     1.166527
  2431.802,     0.873353,     1.181284
  2431.852,     0.848571,     1.057097
  2431.902,     0.827400,     1.076593
  2431.952,     0.796385,     1.142960
  2432.002,     0.772825,     0.862909
  2432.052,     0.725605,     0.930126
  2432.102,     0.707378,     0.777797
  2432.152,     0.680498,     0.823687
  2432.202,     0.639394,     0.685961
  2432.252,     0.614331,     0.679440
  2432.302,     0.574671,     0.732575
  2432.352,     0.545572,     0.762710
  2432.402,     0.531349,     0.846719
  2432.452,     0.512447,     0.850304
  2432.502,     0.475539,     0.671961
  2432.552,     0.458118,     0.827056
  2432.602,     0.420061,     0.780411
  2432.652,     0.397297,     0.764531
  2432.702,     0.377534,     0.814922
  2432.752,     0.337755,     0.641639
  2432.802,     0.318438,     0.624746
  2432.852,     0.284343,     0.535592
  2432.902,     0.279748,     0.481243
  2432.952,     0.257230,     0.439311
  2433.002,     0.242925,     0.452129
  2433.052,     0.226227,     0.432858
  2433.102,     0.199335,     0.329604
  2433.152,     0.174345,     0.291868
  2433.202,     0.168167,     0.297997
  2433.252,     0.139118,     0.156281
  2433.302,     0.118088,     0.204273
  2433.352,     0.093316,     0.053042
  2433.402,     0.062300,     0.039780
  2433.452,     0.037230,     0.060082
  2433.502,     0.008854,     0.013916
  2433.552,    -0.013604,     0.017400
  2433.602,    -0.027025,    -0.114131
  2433.652,    -0.057039,     0.019455
  2433.702,    -0.067733,    -0.071719
  2433.752,    -0.067566,     0.062649
  2433.802,    -0.084877,     0.022274
  2433.852,    -0.079135,    -0.050184
  2433.902,    -0.072531,    -0.030031
  2433.952,    -0.039904,    -0.020809
  2434.002,    -0.022426,     0.233706
  2434.052,    -0.001274,     0.167052
  2434.102,     0.006146,     0.099295
  2434.152,     0.035531,     0.059624
  2434.202,     0.051234,     0.178479
  2434.252,     0.065598,     0.120726
  2434.302,     0.109422,     0.245731
  2434.352,     0.121240,     0.298254
  2434.402,     0.152324,     0.458579
  2434.452,     0.163773,     0.493764
  2434.502,     0.189320,     0.398627
  2434.552,     0.217355,     0.452305
  2434.602,     0.237410,     0.511720
  2434.652,     0.256665,     0.587157
  2434.702,     0.275218,     0.504133
  2434.752,     0.282995,     0.400800
  2434.802,     0.317285,     0.534842
  2434.852,     0.347632,     0.505115
  2434.902,     0.380681,     0.370255
  2434.952,     0.396276,     0.514432
  2435.002,     0.423525,     0.507212
  2435.052,     0.441876,     0.702380
  2435.102,     0.464935,     0.768167
  2435.152,     0.477082,     0.769291
  2435.202,     0.485751,     0.819380
  2435.252,     0.497668,     0.828192
  2435.302,     0.524899,     0.749652
  2435.352,     0.527762,     0.664454
  2435.402,     0.546413,     0.688328
  2435.452,     0.549414,     0.631672
  2435.502,     0.561959,     0.542666
  2435.552,     0.546766,     0.619056
  2435.602,     0.558690,     0.546275
  2435.652,     0.574983,     0.475870
  2435.702,     0.587530,     0.503228
  2435.752,     0.591630,     0.698842
  2435.802,     0.590000,     0.566178
  2435.852,     0.598925,     0.449934
  2435.902,     0.595430,     0.583258
  2435.952,     0.591905,     0.553970
  2436.002,     0.587038,     0.595300
  2436.052,     0.596903,     0.559037
  2436.102,     0.584837,     0.615485
  2436.152,     0.584868,     0.543591
  2436.202,     0.563558,     0.622341
  2436.252,     0.552904,     0.751978
  2436.302,     0.549029,     0.704576
  2436.352,     0.535267,     0.523949
  2436.402,     0.527111,     0.502079
  2436.452,     0.503229,     0.608033
  2436.502,     0.492368,     0.630216
  2436.552,     0.492268,     0.480948
  2436.602,     0.481880,     0.514125
  2436.652,     0.474455,     0.370362
  2436.702,     0.457591,     0.449991
  2436.752,     0.441370,     0.630981
  2436.802,     0.438659,     0.597508
  2436.852,     0.423091,     0.510416
  2436.902,     0.434238,     0.558563
  2436.952,     0.415850,     0.548183
  2437.002,     0.421936,     0.528533
  2437.052,     0.405116,     0.513398
  2437.102,     0.399300,     0.541450
  2437.152,     0.395756,     0.476414
  2437.202,     0.392549,     0.360661
  2437.252,     0.395156,     0.420658
  2437.302,     0.385500,     0.375393
  2437.352,     0.394437,     0.471448
  2437.402,     0.389177,     0.384783
  2437.452,     0.394786,     0.420763
  2437.502,     0.385530,     0.440251
  2437.552,     0.371475,     0.433998
  2437.602,     0.375362,     0.368799
  2437.652,     0.374182,     0.341159
  2437.702,     0.362158,     0.378012
  2437.752,     0.381391,     0.178144
  2437.802,     0.401489,     0.350835
  2437.852,     0.408492,     0.350206
  2437.902,     0.426952,     0.324387
  2437.952,     0.429252,     0.560124
  2438.002,     0.439150,     0.467908
